"city","street","address","location/lat","location/lng","reviewsCount","website","imageUrls/0","phone","description"
"Halmstad","Norra Vägen 7","Norra Vägen 7, 302 31 Halmstad, Sweden","56.678323","12.858518","468","https://www.strawberry.se/hotell/sverige/halmstad/clarion-collection-hotel-norre-park/?utm_campaign=gmb-listing&utm_medium=organic&utm_source=google","https://lh5.googleusercontent.com/p/AF1QipOxhrWwpvkcECzOxz-wlXfIfgsTZV41Wl0FzsWi=w1920-h1080-k-no","+46 35 21 85 55","Laid-back property offering a sauna, a gym & a bar, plus complimentary Wi-Fi, breakfast & dinner."
"Stockholm","Olof Palmes gata 29, 4th Floor","Olof Palmes gata 29, 4th Floor, 111 22 Stockholm, Sweden","59.3346226","18.0554293","3","https://www.regus.com/sv-se/sweden/stockholm/olof-palmes-gata-29-4348?utm_source=yext_places_gmb&utm_medium=places&utm_campaign=yext_traffic&utm_content=4348","https://lh5.googleusercontent.com/p/AF1QipOmil4hB1tXYZ5aIvIu6Eq7Pf39ife4YP_iDbEp=w1920-h1080-k-no","+46 8 501 370 00",
"Stockholm","Drottninggatan 86","Drottninggatan 86, 111 36 Stockholm, Sweden","59.3358967","18.0595964","8","https://www.quickoffice.se/","https://lh5.googleusercontent.com/p/AF1QipOr3RHCnPAmmjDvUfpu4lHrKNO_q2QgvfGhBPEk=w1920-h1080-k-no","+46 8 447 11 70",
"Stockholm","Mäster Samuelsgatan 60, 8th floor","Mäster Samuelsgatan 60, 8th floor, 111 21 Stockholm, Sweden","59.3325236","18.0603151","17","https://www.regus.com/sv-se/sweden/stockholm?utm_source=yext_places_gmb&utm_medium=places&utm_campaign=yext_traffic&utm_content=837","https://lh5.googleusercontent.com/p/AF1QipOoGdNInpAdjfaQ3HXxRNfjF2SrLHG0whgampgw=w1920-h1080-k-no","+46 8 505 164 00",
"Stockholm","Sturegatan 15","Sturegatan 15, 114 36 Stockholm, Sweden","59.3414534","18.0766343","16","http://www.sturegatan15.se/","https://lh5.googleusercontent.com/p/AF1QipOKCAsZvAzqTYYARgkwGa4NRaAOq9hhLtuMVpdr=w1920-h1080-k-no","+46 8 121 321 50",
"Stockholm","Slottsbacken 8","Slottsbacken 8, 111 30 Stockholm, Sweden","59.3261685","18.0739393","106","https://helio.se/sv/slottsbacken/","https://lh5.googleusercontent.com/p/AF1QipOsohfAhlwBphx0AnYSAyqh8NYyzIO78Sc_WeBU=w1920-h1080-k-no","+46 8 522 232 00",
"Lidingö","Hustegavägen 1","Hustegavägen 1, 181 24 Lidingö, Sweden","59.3656622","18.2262623","459","http://www.skogshem-wijk.com/","https://lh5.googleusercontent.com/p/AF1QipOMLrzuzugXgrxAItXAwp3OBjXSLsZGba4QJ1I=w1920-h1080-k-no","+46 8 731 42 00","Modern conference hotel with 46 meeting rooms, plus an outdoor pool, jogging tracks & racing yachts."
"Stockholm","Östermalmstorg 1","Östermalmstorg 1, 114 42 Stockholm, Sweden","59.3363571","18.0791072","12","https://www.regus.com/sv-se/sweden/stockholm/ostermalmstorg-1-1539?utm_source=yext_places_gmb&utm_medium=places&utm_campaign=yext_traffic&utm_content=1539","https://lh5.googleusercontent.com/p/AF1QipOUX2MpILvXwAwtAY5DMjW_Se1riH6Oc5r6C55a=w1920-h1080-k-no","+46 8 502 565 65",
"Stockholm","Gävlegatan 16","Gävlegatan 16, 113 30 Stockholm, Sweden","59.34591","18.036608","7","https://convendum.se/sv/coworking-space/stockholm/gavlegatan-16/?utm_campaign=Google-my-business&utm_source=Google-my-business&utm_medium=Organic%20search&utm_content=GG16","https://lh5.googleusercontent.com/p/AF1QipP6mkeXye-EA4t1e4MhsjN8LKSlNtRO-YsI1eTy=w1920-h1080-k-no","+46 10 510 08 88",
"Stockholm","Brunnsgatan 8","Brunnsgatan 8, 111 38 Stockholm, Sweden","59.3368315","18.0694502","121","http://www.brunnsgatan8.se/","https://lh5.googleusercontent.com/p/AF1QipMqJh0-8ZlV0m0eaRaiewRh2X-WsRG9OaqyKR8f=w1920-h1080-k-no","+46 8 20 22 36",
"Solna","Gustav III:s Boulevard 34","Gustav III:s Boulevard 34, 169 73 Solna, Sweden","59.3713","18.0173","12","https://www.regus.com/sv-se/sweden/solna/gustav-iiis-boulevard-34-4821?utm_source=yext_places_gmb&utm_medium=places&utm_campaign=yext_traffic&utm_content=4821","https://lh5.googleusercontent.com/p/AF1QipNntcthsKzMe-8gqf5EQQ7hTiJjdHfG1XVVkkuc=w1920-h1080-k-no","+46 8 519 596 00",
"Stockholm","Fleminggatan 18","Fleminggatan 18, 112 26 Stockholm, Sweden","59.3340096","18.0453047","21","https://convendum.se/sv/","https://lh5.googleusercontent.com/p/AF1QipMFNPTnmRkbyfdRVb2e_9W-cDu3WsbNbdtBnrLa=w1920-h1080-k-no",,
"Stockholm","Klarabergsviadukten 63","Klarabergsviadukten 63, 111 64 Stockholm, Sweden","59.3302951","18.0555253","132","http://www.unitedspaces.com/","https://lh5.googleusercontent.com/p/AF1QipM0B0kqpi0J5-D_B2aP4W3xfWaT3warEUEQaMqu=w1920-h1080-k-no","+46 8 692 65 00",
"Stockholm","Hamngatan 2","Hamngatan 2, 111 47 Stockholm, Sweden","59.3330853","18.0749159","58","http://www.niorum.se/","https://lh5.googleusercontent.com/p/AF1QipOY8m1hWgCtTYcTSD6Pz6pvDb2YcV6Ns4ESKf3s=w1920-h1080-k-no","+46 8 408 072 30",
"Stockholm","Nybrokajen 9","Nybrokajen 9, 103 27 Stockholm, Sweden","59.3308736","18.0772188","1","https://www.radissonhotels.com/en-us/hotels/radisson-collection-stockholm-strand/meeting-events?ombt-open?cid=a:se+b:gmb+c:emea+i:local+e:rco+d:nob+t:rm+h:SESTOSTR","https://lh5.googleusercontent.com/p/AF1QipPstxYWJwBQHp3xPOGBN50koGq6P9Z4lXCu59-7=w1920-h1080-k-no","+46 8 506 640 36",
"Solna","Sundbybergsvägen 1A","Sundbybergsvägen 1A, 171 73 Solna, Sweden","59.3558002","18.0094749","125","https://www.coorkonferens.se/konferensanlaggningar/solna-access-konferens/","https://lh5.googleusercontent.com/p/AF1QipNZrUn30j1GMI9S2FsEO1KQuUW62d0WBOy4J3aQ=w1920-h1080-k-no","+46 10 559 65 77",
"Stockholm","Blekholmstorget 30 F","Blekholmstorget 30 F, 111 64 Stockholm, Sweden","59.331543","18.0527002","18","https://unitedspaces.com/","https://lh5.googleusercontent.com/p/AF1QipPSA-Ufqo-_k6thF9dN-Mmk4gH7R-o5q6Ys1lzj=w1920-h1080-k-no","+46 8 501 655 93",
"Stockholm","Malmskillnadsgatan 46","Malmskillnadsgatan 46, 111 57 Stockholm, Sweden","59.334801","18.065964","247","https://www.citykonferensen.se/","https://lh5.googleusercontent.com/p/AF1QipNr7jxY-2_v5kViPU3XceoQWeL65EzK9fKT4zJ2=w1920-h1080-k-no","+46 8 613 81 00",
"Stockholm","Klarabergsviadukten 70","Klarabergsviadukten 70, 111 64 Stockholm, Sweden","59.3320874","18.0555775","8","http://www.cityoffice.se/","https://lh5.googleusercontent.com/p/AF1QipPVWel-6P2hcehMd_xb4tnT4eDR5AsrcmbGtgxk=w1920-h1080-k-no","+46 8 506 362 00",
"Stockholm","Vasagatan 1","Vasagatan 1, 101 24 Stockholm, Sweden","59.3315135","18.0581564","0","https://www.radissonhotels.com/en-us/hotels/radisson-blu-stockholm-royal-viking/meeting-events?ombt-open?cid=a:se+b:gmb+c:emea+i:local+e:rdb+d:nob+t:rm+h:SESTOVIK","https://lh5.googleusercontent.com/p/AF1QipO8zW6Kn5hd_RP14Y2uz5nJa159iAsvrYnBxRL2=w1920-h1080-k-no","+46 8 506 540 40",
"Stockholm","Vasagatan 16","Vasagatan 16, 111 20 Stockholm, Sweden","59.3302497","18.0599675","157","https://convendum.se/sv/coworking-space/stockholm/vasagatan-16/?utm_campaign=Google-my-business&utm_source=Google-my-business&utm_medium=Organic%20search&utm_content=VG16","https://lh5.googleusercontent.com/p/AF1QipNw3dvcklH8QwVfI3m5b9dO_-q3kvNBNAydmWMB=w1920-h1080-k-no","+46 10 510 08 88",
"Solna","Gårdsvägen 18","Gårdsvägen 18, 169 70 Solna, Sweden","59.3678157","18.010402","18","https://www.coorkonferens.se/konferensanlaggningar/gardsvagen-18/","https://lh5.googleusercontent.com/p/AF1QipMlOcGe9djrqdouYIdwoJ5R4Ods5RVLQLX-YiI=w1920-h1080-k-no","+46 10 559 58 80",
"Solna","Elektrogatan 10","Elektrogatan 10, 171 54 Solna, Sweden","59.3563194","17.9800891","14","https://unitedspaces.com/location/solna-strand","https://lh5.googleusercontent.com/p/AF1QipNQ4BLWJbruFfaOK54Dxa74QI17m7FB6n3zM1KQ=w1920-h1080-k-no","+46 8 520 229 60",
"Stockholm","Nils Ericsons Plan 4","Nils Ericsons Plan 4, 111 64 Stockholm, Sweden","59.3300899","18.0552801","2","https://www.radissonhotels.com/en-us/hotels/radisson-blu-stockholm/meeting-events?cid=a:se+b:gmb+c:emea+i:local+e:rdb+d:NOB+t:rm+h:SESTOWTR","https://lh5.googleusercontent.com/p/AF1QipNq4E8HB_pd-1dHnfuhW95dJ1zBsxKD8P9CrTsi=w1920-h1080-k-no","+46 8 505 065 40",
"Norrköping","Korsgatan 2","Korsgatan 2, 602 33 Norrköping, Sweden","58.5883937","16.1733482","213","https://www.pronovahostel.se/sv-SE","https://lh3.googleusercontent.com/gps-proxy/AE4_-5HO50a6xLAaqvwDyYmcRaHkQ_vntg-agJzoAAzv7XgokxwK6ISoxw2uSeTzxgMbKmXZLoDt6AozNWlml5Neb7jcYqnT-TKmjd4PrvCXDH0jJwHTeb_bHLAC38Nyck1p68ZPrXAeDyS-elaIjADQraq7GNk0c_ESDXfG8eFfXhZiuAxiz0dEjMk=w1920-h1080-k-no","+46 11 13 20 00","Low-key dorms & private rooms in a laid-back B&B featuring free Wi-Fi & a communal kitchen."
"Östersund","Krondikesvägen 93","Krondikesvägen 93, 831 46 Östersund, Sweden","63.1614925","14.6740507","467","http://fhosd.se/","https://lh5.googleusercontent.com/p/AF1QipMTIV5CeUA-TmWv-7V89Gg6puqkhs4tkDjLhzAy=w1920-h1080-k-no","+46 63 664 94 00",
"Östersund","Thoméegränd 20","Thoméegränd 20, 831 34 Östersund, Sweden","63.1751878","14.6405984","1118","https://www.bestwestern.com/en_US/book/hotel-details.88136.html?iata=00171880&ssob=BLBWI0004G&cid=BLBWI0004G:google:gmb:88136","https://lh5.googleusercontent.com/p/AF1QipOGJIJZqjKz5p5AAMXrhMiv35tyKY3564bftpqD=w1920-h1080-k-no","+46 63 51 16 00","Modern rooms in a 19th-century theater-turned-chic hotel with free breakfast & a restaurant/bar."
"Östersund","Storgatan 64A","Storgatan 64A, 831 33 Östersund, Sweden","63.1723594","14.63591","212","http://www.hotellinden.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5EFMXAE6WVQOFQ2PdJ2TfXW52doKzh5PVqppTkFSK4_PvpcIpmwAVw2vREQyqoj5o33t_xB3zHtyJWv0pf8BYSuPDIfVQut78paGGdLy1mrNBBGKDNXxgoteM4gCv8HC2w36DxqkJvDKm5ZvLR2_ntLgSDlVUjklvj1ESDE2tdWvJzrKpTcvjEc=w1920-h1080-k-no","+46 63 51 73 35","Relaxed hotel with free parking, Wi-Fi & breakfast, plus a meeting room with lake views."
"Örebro","kulvägen 8","kulvägen 8, 703 69 Örebro, Sweden","59.3015648","15.2442163","0","http://www.migo.se/","https://lh5.googleusercontent.com/p/AF1QipPNAQnNtJ7MbGA8zGzH32hKae0m9cNdHXf3FQte=w1920-h1080-k-no","+46 73 932 25 32",
"Kivik","Svabesholms Kungsgård","Svabesholms Kungsgård, 277 35 Kivik, Sweden","55.6593362","14.2324859","179","http://www.svabesholm.se/","https://lh5.googleusercontent.com/p/AF1QipMyqMJgkcuqjAXo3IaSnO5NK2oyw_X9graFFFyn=w1920-h1080-k-no","+46 70 638 42 04","Casual quarters in a laid-back hotel offering a stable, a landscaped garden & a cafe."
"Kivik","Moriabacken","Moriabacken, 277 30 Kivik, Sweden","55.6881752","14.2189215","295","http://www.kivikshotell.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5F9XPpQ2XOLhT_9hgvhqzim7qBjFbfhFfZsDENqfwZr0obs6GlR8qyn3KW4BCIxCrT2GZvBaPhNN4kcyAoo_k8KR66hVTLXncdRsdl8XxA0qqe1St63OdY_Kf_uKg1DMahg7VPH7wZgRgdrRKk434hHLrPLPhkqVktsivPBf5AV89fHCXVgs31ceQ=w1920-h1080-k-no","+46 414 700 75","Elegant hotel in a 1908 building with bay views, a spa & a casual restaurant, plus free breakfast."
"Simrishamn","Hamngatan 31","Hamngatan 31, 272 31 Simrishamn, Sweden","55.5569415","14.3534445","652","https://www.engaffelkort.se/","https://lh5.googleusercontent.com/p/AF1QipMtOYdwmBSnLU7jAARD9h585rKq5ei57VU7Ldmh=w1920-h1080-k-no","+46 414 41 13 60","Laid-back hotel featuring a restaurant & meeting space, plus sea views & free breakfast."
"Kristianstad","Västra Boulevarden 15","Västra Boulevarden 15, 291 31 Kristianstad, Sweden","56.0305556","14.1533333","657","https://www.firsthotels.se/hotell/sverige/kristianstad/first-hotel-christian-iv/","https://lh5.googleusercontent.com/p/AF1QipP1zM4BY7ay9zasLUkjcWXbumU1fbTXSJWZXHlZ=w1920-h1080-k-no","+46 44 20 38 50","Formal hotel in a former bank offering casual rooms & suites, plus free breakfast, parking & Wi-Fi."
"Bromölla","Ivögatan 3","Ivögatan 3, 295 31 Bromölla, Sweden","56.0755053","14.4681093","167","http://www.hotellifohus.se/","https://lh5.googleusercontent.com/p/AF1QipMiRjg-dPAhtKAcYsvfRNlu5z9kRm7Wvt9ZmCs7=w1920-h1080-k-no","+46 456 280 40","Vintage hotel offering simple, warm rooms & 2 restaurants, plus a bar & a sauna."
"Hässleholm","Frykholmsgatan 13","Frykholmsgatan 13, 281 31 Hässleholm, Sweden","56.1578076","13.7658018","972","http://www.statt.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5EPhLztnSXvV28jajDDJoXp6guknbNd36tsxx4jDW4fkWubmavhaBsDK97ZLoGor1_8RahB24KU1shhKqvfGxcxrP_NtYs13W8gjNAbqcslGyMMl9paFXMBlRNhOu_Wa0pvpwxGsFqzAUCgpXlzc-dnPzhH9cGg90l2bocALUS97WVdL6HuXtRq=w1920-h1080-k-no","+46 451 890 00","Refined hotel featuring an exercise room, a sauna & a restaurant/bar, plus breakfast & Wi-Fi."
"Karlskoga","Boåsvägen 2","Boåsvägen 2, 691 33 Karlskoga, Sweden","59.3258333","14.5349999","268","https://karlskogahotell.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5H0ie3c-_SRphRR3CeA_a0C4rDyCVW7U8LoUZ91_IUz3FhSJeu4n2DsAmUWfJhxQovBMnm9gFMbOgjAMvr2QJ0wzK1-iIV9XfFcwPQWDwyVGIy_qdn2JOL4vAJ3_8IuByxd7FVr8FZ0eXLUhNUL7sP9GPhqFP-m-b-CfIMx2285Qu2AXUN1sG70sw=w1920-h1080-k-no","+46 586 637 40","Streamlined rooms in a straightforward hotel offering a restaurant & event space."
"Kiruna","Karhuniemi Djurgården 446","Karhuniemi Djurgården 446, 981 34 Kiruna, Sweden","67.8812826","20.191677","118","http://husky-lodge.com.es/","https://lh5.googleusercontent.com/p/AF1QipM0Lm7IOj-gkVWuEkYlbA03umWlE7SE5eJ6SwEg=w1920-h1080-k-no","+46 70 385 85 24",
"Halmstad","Kungsvägen 1","Kungsvägen 1, 302 70 Halmstad, Sweden","56.6574342","12.7408667","461","https://tyleback.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5Gu5NCBTJzanDFy_fdZLlXsmO5q2omatZ_hPAMACarzxDkdp93uh6OIpbGf66XqW5xMOmADbDVQrtq89veoDwqvVgo8YWe7g-2T0Ot-A_kb6GWV5VYemzhzomrfaZgpkCxPRswp11ofJIX_GkB-04IjziaIRI2rQqi02_oLrq4yjlIIH3CCz3c=w1920-h1080-k-no","+46 35 19 18 00","Simple accommodations in a relaxed conference hotel offering a bistro, a spa area & event space."
"Åre","Fjällgårdsvägen 35","Fjällgårdsvägen 35, 837 52 Åre, Sweden","63.4046173","13.0906353","996","https://www.fjallgarden.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5GIORAbf3kr1PZWJMRxzsv1pS7bDRT3QxZ1_UWqnq7IpuofdQOD6uW-UGam9bfYHYt_d6OYgYP3-I0qrgmoaU_Hry_CMK2lZa7UXpjAZVYBlEnaS8p84fxB9ClrCdjJjzx0LdEP0UiBUMSem5LbQ0y5VXBXiMP_4sreNuu0XUYCsVxEN5QmJeyW=w1920-h1080-k-no","+46 647 145 00","Laid-back ski-in property offering a restaurant, a lounge & spa treatments, plus hot tubs."
"Halmstad","Prästvägen 1","Prästvägen 1, 302 63 Halmstad, Sweden","56.6561164","12.9085761","581","http://ligula.se/en/goodmorninghotels/halmstad/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5HtIjG5FXlpyZOHWAZMKvg7M-w35PTnTQ4VtxknVSHdubOXDcw8xYQ53vvytyxHZAuwrEtdplwzK3qKcM4pgZV63nBThzl8O_AUhkHgxGpxp4wgV94xe9MNmMK_EqZguA7w0qY5lfGovF9n04TJdtJVFn89pnq4a_YCEKQRVy-bNz3YcBXzwya_=w1920-h1080-k-no","+46 35 18 35 00","Informal budget hotel offering sea views, a bar & a casual restaurant, plus a sauna & a gym."
"Kalmar","Fiskaregatan 5","Fiskaregatan 5, 392 32 Kalmar, Sweden","56.6643376","16.3608506","742","https://www.bestwestern.com/en_US/book/hotel-details.88138.html?iata=00171880&ssob=BLBWI0004G&cid=BLBWI0004G:google:gmb:88138","https://lh3.googleusercontent.com/gps-proxy/AE4_-5GS8aC0PSEAzUndiyDAbki_MAB1isLIq5perRKZtw8wHycm-ulAzkP49lJxgtOakdn0Vp0rfOU4RcpG3gK83cVBJtrLLnKbfNNtMzfDzv665guCpn7kBnUwuTolqmUJQAxcwPJo6srHhSG9d3QrEKnkSC93lGvqKawAK9VhxZYK0SxlT_7m7bZi=w1920-h1080-k-no","+46 480 48 03 80","Relaxed property featuring a chic restaurant/bar & free breakfast, as well as a rooftop spa area."
"Kalmar","Södra Långgatan 42","Södra Långgatan 42, 392 31 Kalmar, Sweden","56.6637672","16.3673282","830","https://www.firsthotels.se/hotell/sverige/kalmar/first-hotel-witt/","https://lh5.googleusercontent.com/p/AF1QipOI50ngs6UmgzJCE-8ZBOiSJhZ59q9VEFoRwayh=w1920-h1080-k-no","+46 480 152 50","Unassuming hotel offering a trendy lobby bar, a sauna & a gym, plus an indoor pool & free Wi-Fi."
"Ängelholm","Åstorpsvägen 15","Åstorpsvägen 15, 262 96 Ängelholm, Sweden","56.1941095","12.8555321","1440","http://www.hotellerikslund.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5HtWdj1I7bET1Gt4iHk2wOkznS9g192adwemR8cz3d4TrAiRPa6xjzYc8n2XNQ0Rld1RKWfBbWBnPGZwzdC82Hg_SzBAfc1-GCaDJLSjo96bpl1tn8crQoT__dFTJ4IwE-pvUe_Vqydyc4Yg0fDThURCDVPiUhiuplUFf8Hupm0M62eCxxolv-J=w1920-h1080-k-no","+46 431 41 57 00","Informal rooms in a casual hotel, plus a restaurant/bar, breakfast, a spa & meeting rooms."
"Helsingborg","Carl Krooks Gata 16","Carl Krooks Gata 16, 252 25 Helsingborg, Sweden","56.0407413","12.7000265","1778","https://www.radissonhotels.com/en-us/hotels/radisson-blu-helsingborg-metropol?cid=a:se+b:gmb+c:emea+i:local+e:rdb+d:nob+h:SEJHEMET","https://lh5.googleusercontent.com/p/AF1QipM4oXwVmdCM-B6cm2PU0YQcPyUIQFLSmIfz88dy=w1920-h1080-k-no","+46 42 623 79 00","Contemporary lodging offering free Wi-Fi & breakfast, plus a restaurant, a bar & a fitness center."
"Ljungbyhed","Spångens Gästgivaregård","Spångens Gästgivaregård, 264 52 Ljungbyhed, Sweden","56.0760005","13.2610222","558","http://www.spangen.se/","https://lh5.googleusercontent.com/p/AF1QipPk0LhJ43mEynMTMnYOvgsFlKtqEfefNn_ATXmu=w1920-h1080-k-no","+46 73 508 01 59","Unassuming hotel offering a relaxed restaurant & modest quarters, plus breakfast."
"Helsingborg","Fågelsångsgatan 1","Fågelsångsgatan 1, 252 20 Helsingborg, Sweden","56.0487912","12.6933834","630","http://vhotel.se/","https://lh5.googleusercontent.com/p/AF1QipPkrymEnu52cJJnNbU9rOkmMcKNMX5vpFubYA7V=w1920-h1080-k-no","+46 42 14 44 20","Elegant quarters in a plush property offering a bar/restaurant & meeting space, plus breakfast."
"Båstad","Hovshallavägen 160","Hovshallavägen 160, 269 91 Båstad, Sweden","56.4674217","12.708022","739","http://www.hovshallar.com/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5G9SBYeRFkEKcOI9NFjKCQxz5BHG2NMpCrxqMQ6UKiVr2wGtyLqwVFhd4Pu-rC8tOdicN2xfDFnVCKUwDgk7wyvQqedfODcYyJwsJff0f6KIqFa0oumAYhNLshTF0Xe4BEBjPNNALII2kt3Z1Z2GjC2V_l7oRI_Wg-GStcNLQCEaq7lK0bZeIiIJA=w1920-h1080-k-no","+46 431 44 83 70","Relaxed property in a nature reserve offering cozy quarters, a restaurant & a sauna, plus bay views."
"Helsingborg","Bruksgatan 40","Bruksgatan 40, 252 24 Helsingborg, Sweden","56.0435296","12.6973407","707","http://www.hotellstadsparken.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5HjuN_SA8H94pyyOPpJ4h_sa1Lx7HfWxxlMg0Ly8zvh46ZHhlxxMPKLEFbkF37t9J9qC0QSMlpCxjoP9fyBgQV41gp57EYNxuuiifc6chRW1R5eb52qQnImSjKyJyBMdoZ56VZkyJ-0Eo4NZHyLOab30v-v_1orjSp_ATa9SnENnhTJKuwFeEPx=w1920-h1080-k-no","+46 42 13 23 40","Casual property featuring unpretentious rooms & apartments, plus meeting facilities."
"Vejbystrand","Sandlyckevägen 1","Sandlyckevägen 1, 266 53 Vejbystrand, Sweden","56.3098755","12.7640915","172","https://www.vejbystrandhotel.se/","https://lh5.googleusercontent.com/p/AF1QipOsxm8xHDJd-BnltTOZ4GFbrbJBfuRMpRhmT_qB=w1920-h1080-k-no","+46 70 340 31 64","Down-to-earth rooms, some with balconies, in a straightforward beachfront hotel offering a pub."
"Ängelholm","Östergatan 57","Östergatan 57, 262 35 Ängelholm, Sweden","56.2465659","12.8660541","876","http://www.hus57.se/","https://lh5.googleusercontent.com/p/AF1QipMNtkb8zMHk1OCpk2Q6pEcPMM1SuZX_e_QhH0vt=w1920-h1080-k-no","+46 431 57 57 00","Sophisticated hotel offering a refined restaurant, a cocktail bar & a spa area, plus free breakfast."
"Falkenberg","Väderkvarnsvägen 11","Väderkvarnsvägen 11, 311 71 Falkenberg, Sweden","56.9246929","12.3846158","94","http://www.kvarnenolofsbo.nu/","https://lh5.googleusercontent.com/p/AF1QipOZn6zLXr1OlCJHzaMy6j0BaddbEUbGtAcGUOqQ=w1920-h1080-k-no","+46 70 461 03 62","Cozy quarters in a casual guesthouse offering a library, a bar & a 19th-century restored windmill."
"Varberg","Borgmästaregatan 1","Borgmästaregatan 1, 432 41 Varberg, Sweden","57.1071672","12.2490523","913","http://www.hotellgastis.se/","https://lh5.googleusercontent.com/p/AF1QipPx_YU2duERv6TDooqjSchHay8DwZUYwlZWlFva=w1920-h1080-k-no","+46 340 180 50","Quirky hotel with a restaurant, a smoking lounge & a Russian-inspired spa in a restored cellar."
"Hillerstorp","Storgatan 16","Storgatan 16, 335 73 Hillerstorp, Sweden","57.3151645","13.8801769","152","http://www.hagavardshus.se/","https://lh5.googleusercontent.com/p/AF1QipNOPfVxgD33_iEIoIyLppUe1tyul6XIokYZX9rg=w1920-h1080-k-no","+46 370 221 16","Straightforward hotel offering 8 unfussy rooms, free breakfast & a lunch restaurant."
"Hestra","Hestraviken Receptionsvillan","Hestraviken Receptionsvillan, 335 72 Hestra, Sweden","57.4185133","13.6269078","673","http://www.hestraviken.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5GpGl1OfxxfllJL0qnqC_VweRXagPjz8rsNq0awsULBvBIRRTmam9oS_1q_KbSwhOEdzoLwvSxIt7dTWsJl7_xuh46bbEKkg2l48M4xo-gBepzLldkQvUParNOESKe9PQ9Gsq1m0hXO7ObgS2ESE5cmLJNh4n4uEZwcS77DBgapmRQK_wBFIR457w=w1920-h1080-k-no","+46 370 33 68 00","Laid-back hotel offering breakfast & a bar/restaurant, plus a sauna & an outdoor pool."
"Hindås","Hotellvägen 1","Hotellvägen 1, 430 63 Hindås, Sweden","57.7065857","12.4668096","216","https://hjortviken.se/sv","https://lh5.googleusercontent.com/p/AF1QipOnueP8KacbOvGqJeiXW0MdXDiw7cAmkBtV26b7=w1920-h1080-k-no","+46 301 223 00","Laid-back rooms in a modern conference hotel offering a chic restaurant & a fitness center."
"Sollefteå","Hallstavägen","Hallstavägen, 881 35 Sollefteå, Sweden","63.159729","17.2376786","1948","http://www.hallstaberget.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5FbQ2AljgynnVe_aY95Z3yEwBm3ZkTKBV7IeMZYdtFITcIxbeiK3zIcAOfa8Ss9sUjB02vv0EliuD773Lgl6WxcJ_PsokadDTLW5PUSo_EKLdIS47MZ_-UQt-6bk6FumPZ_QX9QXiOZVaJKP2uSPsU-Ps3GBzmw0DI2yJS0jQP38LoSIUuNHXM=w1920-h1080-k-no","+46 620 123 20","Bright rooms in a warm spa hotel offering 4 saunas & a pool, plus Swedish dining."
"Luleå","Storgatan 15","Storgatan 15, 972 32 Luleå, Sweden","65.5836842","22.1458171","1353","https://www.elite.se/sv/hotell/lulea/stadshotellet?utm_source=google&utm_medium=organic&utm_campaign=google-local&utm_content=lulea","https://lh3.googleusercontent.com/gps-proxy/AE4_-5EhhvSaIsHuHlQCeG2pZL3Yt1fm8bDD6XpPg-OHcJdBtD17B3qdoA-YmXoaKetBhOv3l6rZElteoRzQY3iX5ffjLJYv5gk6XAe7crMDGeCEkshelxUDJjacezuir4lI1Fmy99KsMAG1YJm4uWoKj5_6WQvKP2pcW2u-A5QFG6f-bzA3B5-Lj8bi=w1920-h1080-k-no","+46 920 27 40 00","Classically styled hotel featuring a restaurant & a gastropub, plus free breakfast & gym access."
"Hammerdal","300","300, 833 49 Hammerdal, Sweden","63.6748236","15.1040037","34","https://www.facebook.com/hogthettsakert/","https://lh5.googleusercontent.com/p/AF1QipPCal7K3EGevfoWosIAKEKMq_7rt9gfrhciiKfM=w1920-h1080-k-no","+46 72 704 92 00",
"Karlskrona","Skärva 2","Skärva 2, 371 91 Karlskrona, Sweden","56.201389","15.5725","159","http://skarvaherrgard.com/","https://lh5.googleusercontent.com/p/AF1QipMt-YoJ2-wIWGth0J0ZAbbLTVzHVWfD64jkvLh0=w1920-h1080-k-no","+46 455 144 37","Informal guesthouse in a 1786 mansion featuring a sauna, a seafront bathhouse & shared kitchens."
"Ronneby","Reddvägen 2","Reddvägen 2, 372 73 Ronneby, Sweden","56.1952778","15.2902778","2300","https://www.ronnebybrunn.se/","https://lh3.googleusercontent.com/gps-proxy/AE4_-5Ef8fhV0DiRlaQg3ACo7c7EyCSu4GssJdG3GE4WH2jHg7z3W4FSOIdEWRMFhnwaY870bb9dt906s2E6TABJLCOyvSsbyPP8RZTm58JLRZWORYSNb7mIb3DHBwkjIFv8ceHK5S-5pix809Zhp2WbRVw94OOnfMfKHsipJyuFdTAN05xMNtlOW_aS=w1920-h1080-k-no","+46 457 750 00","Informal spa hotel on sprawling grounds with a water park, an indoor pool & a restaurant."
